question,True/False,ActualAnswer,Language
L'événement 'bataille de Yahagigawa' a eu lieu en 1183.0.,False,1181.0,FR
L'événement 'Heaton's Crossroads' a eu lieu en États-Unis.,True,États-Unis,FR
L'événement 'Heaton's Crossroads' a eu lieu en 1836.0.,False,1864.0,FR
L'événement 'bataille de fort Buchanan' a eu lieu en États-Unis.,True,États-Unis,FR
L'événement 'bataille de fort Buchanan' a eu lieu en 1865.0.,True,1865.0,FR
L'événement 'bataille de Columbus' a eu lieu en Royaume-Uni.,False,États-Unis,FR
L'événement 'bataille de Columbus' a eu lieu en 1943.0.,False,1916.0,FR
L'événement 'bataille de Mâcon' a eu lieu en France.,True,France,FR
L'événement 'bataille de Mâcon' a eu lieu en 1814.0.,True,1814.0,FR
L'événement 'Battle of Rügen' a eu lieu en Turquie.,False,Allemagne,FR
L'événement 'Battle of Rügen' a eu lieu en 1715.0.,True,1715.0,FR
L'événement 'Rébellion d'Iwai' a eu lieu en Royaume-Uni.,False,Japon,FR
L'événement 'Rébellion d'Iwai' a eu lieu en 528.0.,True,528.0,FR
L'événement 'bataille de Guinegatte' a eu lieu en Japon.,False,France,FR
L'événement 'bataille de Guinegatte' a eu lieu en 1622.0.,False,1479.0,FR
L'événement 'Battle of Sandwich' a eu lieu en Allemagne.,False,Royaume-Uni,FR
L'événement 'Battle of Sandwich' a eu lieu en 1975.0.,False,851.0,FR
L'événement 'Battle of Kellogg's Grove' a eu lieu en États-Unis.,True,États-Unis,FR
L'événement 'Battle of Kellogg's Grove' a eu lieu en 1057.0.,False,1832.0,FR
L'événement 'Battle of Strasburg' a eu lieu en États-Unis.,True,États-Unis,FR
L'événement 'Battle of Strasburg' a eu lieu en 1465.0.,False,1864.0,FR
L'événement 'bataille de Saint-Colombin' a eu lieu en France.,True,France,FR
L'événement 'bataille de Saint-Colombin' a eu lieu en 1794.0.,True,1794.0,FR
L'événement 'bataille du Bois-de-Céné' a eu lieu en France.,True,France,FR
L'événement 'bataille du Bois-de-Céné' a eu lieu en 1793.0.,True,1793.0,FR
L'événement 'bataille de Beaupréau' a eu lieu en France.,True,France,FR
L'événement 'bataille de Beaupréau' a eu lieu en 1793.0.,True,1793.0,FR
L'événement 'bataille de Ringgold Gap' a eu lieu en États-Unis.,True,États-Unis,FR
L'événement 'bataille de Ringgold Gap' a eu lieu en 1863.0.,True,1863.0,FR
L'événement 'bataille de Rutherford's Farm' a eu lieu en France.,False,États-Unis,FR
L'événement 'bataille de Rutherford's Farm' a eu lieu en 1864.0.,True,1864.0,FR
L'événement 'raid sur Rochefort' a eu lieu en Japon.,False,France,FR
L'événement 'raid sur Rochefort' a eu lieu en 1757.0.,True,1757.0,FR
L'événement 'bataille de Savenay' a eu lieu en Turquie.,False,France,FR
L'événement 'bataille de Savenay' a eu lieu en 1417.0.,False,1793.0,FR
L'événement 'siège de Béziers' a eu lieu en Allemagne.,False,France,FR
L'événement 'siège de Béziers' a eu lieu en 1561.0.,False,1209.0,FR
L'événement 'Battle of Tadenawate' a eu lieu en Royaume-Uni.,False,Japon,FR
L'événement 'Battle of Tadenawate' a eu lieu en 1917.0.,False,1530.0,FR
L'événement 'bataille d'Ishizu' a eu lieu en Turquie.,False,Japon,FR
L'événement 'bataille d'Ishizu' a eu lieu en 1219.0.,False,1338.0,FR
L'événement 'bataille de Mormaison' a eu lieu en France.,True,France,FR
L'événement 'bataille de Mormaison' a eu lieu en 1794.0.,True,1794.0,FR
L'événement 'bataille de Sunset Pass' a eu lieu en États-Unis.,True,États-Unis,FR
L'événement 'bataille de Sunset Pass' a eu lieu en 500.0.,False,1874.0,FR
L'événement 'bataille de New Market' a eu lieu en États-Unis.,True,États-Unis,FR
L'événement 'bataille de New Market' a eu lieu en 1234.0.,False,1864.0,FR
L'événement 'bataille du bois Delville' a eu lieu en France.,True,France,FR
L'événement 'bataille du bois Delville' a eu lieu en 1916.0.,True,1916.0,FR
L'événement 'Battle of Aga' a eu lieu en Japon.,True,Japon,FR
L'événement 'Battle of Aga' a eu lieu en 604.0.,False,1577.0,FR
L'événement 'première bataille de Montaigu' a eu lieu en Turquie.,False,France,FR
L'événement 'première bataille de Montaigu' a eu lieu en 1579.0.,False,1793.0,FR
L'événement 'Battle of Owyhee River' a eu lieu en États-Unis.,True,États-Unis,FR
L'événement 'Battle of Owyhee River' a eu lieu en 1866.0.,True,1866.0,FR
L'événement 'Battle of Ojo Caliente Canyon' a eu lieu en France.,False,États-Unis,FR
L'événement 'Battle of Ojo Caliente Canyon' a eu lieu en 313.0.,False,1854.0,FR
L'événement 'bataille de Saint-Quentin' a eu lieu en France.,True,France,FR
L'événement 'bataille de Saint-Quentin' a eu lieu en 1871.0.,True,1871.0,FR
L'événement 'bataille de Kōnodai' a eu lieu en Royaume-Uni.,False,Japon,FR
L'événement 'bataille de Kōnodai' a eu lieu en 1588.0.,False,1564.0,FR
L'événement 'bataille de Lookout Mountain' a eu lieu en Royaume-Uni.,False,États-Unis,FR
L'événement 'bataille de Lookout Mountain' a eu lieu en 1402.0.,False,1863.0,FR
L'événement 'bataille de Vauchamps' a eu lieu en États-Unis.,False,France,FR
L'événement 'bataille de Vauchamps' a eu lieu en 1558.0.,False,1814.0,FR
L'événement 'bataille de la ligne Hindenburg' a eu lieu en Turquie.,False,France,FR
L'événement 'bataille de la ligne Hindenburg' a eu lieu en -72.0.,False,1918.0,FR
L'événement 'bataille de Rush Creek' a eu lieu en États-Unis.,True,États-Unis,FR
L'événement 'bataille de Rush Creek' a eu lieu en 1865.0.,True,1865.0,FR
L'événement 'bataille de Sezawa' a eu lieu en France.,False,Japon,FR
L'événement 'bataille de Sezawa' a eu lieu en 1477.0.,False,1542.0,FR
L'événement 'Battle of the Fens' a eu lieu en Japon.,False,Royaume-Uni,FR
L'événement 'Battle of the Fens' a eu lieu en 1855.0.,False,47.0,FR
L'événement 'bataille de Ballée' a eu lieu en France.,True,France,FR
L'événement 'bataille de Ballée' a eu lieu en 1799.0.,True,1799.0,FR
L'événement 'bataille de Sutherland's Station' a eu lieu en France.,False,États-Unis,FR
L'événement 'bataille de Sutherland's Station' a eu lieu en 1865.0.,True,1865.0,FR
L'événement 'bataille de la Washita' a eu lieu en Turquie.,False,États-Unis,FR
L'événement 'bataille de la Washita' a eu lieu en 1868.0.,True,1868.0,FR
L'événement 'bataille de Tennōji' a eu lieu en Japon.,True,Japon,FR
L'événement 'bataille de Tennōji' a eu lieu en 1615.0.,True,1615.0,FR
L'événement 'bataille de Moncontour' a eu lieu en France.,True,France,FR
L'événement 'bataille de Moncontour' a eu lieu en 1353.0.,False,1569.0,FR
L'événement 'Battle of Walkerton' a eu lieu en États-Unis.,True,États-Unis,FR
L'événement 'Battle of Walkerton' a eu lieu en 1762.0.,False,1864.0,FR
L'événement 'Battle of Bloody Gulch' a eu lieu en France.,True,France,FR
L'événement 'Battle of Bloody Gulch' a eu lieu en 1944.0.,True,1944.0,FR
L'événement 'bataille d'Ukino' a eu lieu en Japon.,True,Japon,FR
L'événement 'bataille d'Ukino' a eu lieu en 687.0.,False,1558.0,FR
L'événement 'bataille d'Alltachuilain' a eu lieu en Royaume-Uni.,True,Royaume-Uni,FR
L'événement 'bataille d'Alltachuilain' a eu lieu en 1071.0.,False,1518.0,FR
L'événement 'bataille de Champion Hill' a eu lieu en Allemagne.,False,États-Unis,FR
L'événement 'bataille de Champion Hill' a eu lieu en 1940.0.,False,1863.0,FR
L'événement 'bataille des Éparges' a eu lieu en Japon.,False,France,FR
L'événement 'bataille des Éparges' a eu lieu en 1915.0.,True,1915.0,FR
L'événement 'bataille d'Arras' a eu lieu en Japon.,False,France,FR
L'événement 'bataille d'Arras' a eu lieu en 1914.0.,True,1914.0,FR
L'événement 'bataille de Héric' a eu lieu en États-Unis.,False,France,FR
L'événement 'bataille de Héric' a eu lieu en 1536.0.,False,1795.0,FR
L'événement 'Battle of Fishing Creek' a eu lieu en Japon.,False,États-Unis,FR
L'événement 'Battle of Fishing Creek' a eu lieu en 1780.0.,True,1780.0,FR
L'événement 'débarquement de Normandie' a eu lieu en France.,True,France,FR
L'événement 'débarquement de Normandie' a eu lieu en 1886.0.,False,1944.0,FR
L'événement 'Battle of Strasbourg' a eu lieu en France.,True,France,FR
L'événement 'Battle of Strasbourg' a eu lieu en 881.0.,False,506.0,FR
L'événement 'bataille de Saint-Quentin' a eu lieu en Turquie.,False,France,FR
L'événement 'bataille de Saint-Quentin' a eu lieu en 1388.0.,False,1557.0,FR
L'événement 'bataille de Mizushima' a eu lieu en Turquie.,False,Japon,FR
L'événement 'bataille de Mizushima' a eu lieu en 1487.0.,False,1183.0,FR
L'événement 'bataille de Corrick's Ford' a eu lieu en France.,False,États-Unis,FR
L'événement 'bataille de Corrick's Ford' a eu lieu en 1861.0.,True,1861.0,FR
L'événement 'bataille de Brechin' a eu lieu en Turquie.,False,Royaume-Uni,FR
L'événement 'bataille de Brechin' a eu lieu en 933.0.,False,1452.0,FR
L'événement 'Battle of Charleston' a eu lieu en États-Unis.,True,États-Unis,FR
L'événement 'Battle of Charleston' a eu lieu en 1861.0.,True,1861.0,FR
L'événement 'siège d'Orléans' a eu lieu en Japon.,False,France,FR
L'événement 'siège d'Orléans' a eu lieu en 1677.0.,False,1428.0,FR
L'événement 'Battle of Gohfeld' a eu lieu en États-Unis.,False,Allemagne,FR
L'événement 'Battle of Gohfeld' a eu lieu en 1402.0.,False,1759.0,FR
L'événement 'Battle of the Wichita Village' a eu lieu en États-Unis.,True,États-Unis,FR
L'événement 'Battle of the Wichita Village' a eu lieu en 1858.0.,True,1858.0,FR
L'événement 'First Battle of Pyramid Lake' a eu lieu en États-Unis.,True,États-Unis,FR
L'événement 'First Battle of Pyramid Lake' a eu lieu en 1547.0.,False,1860.0,FR
L'événement 'bataille de Yashima' a eu lieu en Turquie.,False,Japon,FR
L'événement 'bataille de Yashima' a eu lieu en 1600.0.,False,1185.0,FR
L'événement 'bataille de Formigny' a eu lieu en France.,True,France,FR
L'événement 'bataille de Formigny' a eu lieu en 1886.0.,False,1450.0,FR
L'événement 'Shōtai Incident' a eu lieu en Japon.,True,Japon,FR
L'événement 'Shōtai Incident' a eu lieu en 1830.0.,False,901.0,FR
L'événement 'bataille de Brown's Mill' a eu lieu en États-Unis.,True,États-Unis,FR
L'événement 'bataille de Brown's Mill' a eu lieu en 1584.0.,False,1864.0,FR
L'événement 'Raid on Dunkirk' a eu lieu en France.,True,France,FR
L'événement 'Raid on Dunkirk' a eu lieu en 1800.0.,True,1800.0,FR
L'événement 'incident de Parral' a eu lieu en États-Unis.,True,États-Unis,FR
L'événement 'incident de Parral' a eu lieu en 1916.0.,True,1916.0,FR
L'événement 'bataille de Blain' a eu lieu en Turquie.,False,France,FR
L'événement 'bataille de Blain' a eu lieu en 843.0.,True,843.0,FR
L'événement 'Battle of Turret Peak' a eu lieu en États-Unis.,True,États-Unis,FR
L'événement 'Battle of Turret Peak' a eu lieu en 1177.0.,False,1873.0,FR
L'événement 'bataille de Big Bethel' a eu lieu en Allemagne.,False,États-Unis,FR
L'événement 'bataille de Big Bethel' a eu lieu en 1861.0.,True,1861.0,FR
L'événement 'bataille d'Étampes' a eu lieu en États-Unis.,False,France,FR
L'événement 'bataille d'Étampes' a eu lieu en 604.0.,True,604.0,FR
L'événement 'siège d'Arles' a eu lieu en Royaume-Uni.,False,France,FR
L'événement 'siège d'Arles' a eu lieu en 1240.0.,True,1240.0,FR
L'événement 'bataille de Richmond' a eu lieu en Japon.,False,États-Unis,FR
L'événement 'bataille de Richmond' a eu lieu en 1546.0.,False,1862.0,FR
L'événement 'bataille de Skeleton Cave' a eu lieu en États-Unis.,True,États-Unis,FR
L'événement 'bataille de Skeleton Cave' a eu lieu en 1872.0.,True,1872.0,FR
L'événement 'bataille de Sakainehara' a eu lieu en Japon.,True,Japon,FR
L'événement 'bataille de Sakainehara' a eu lieu en 1798.0.,False,1479.0,FR
L'événement 'bataille de Noirmoutier' a eu lieu en France.,True,France,FR
L'événement 'bataille de Noirmoutier' a eu lieu en 851.0.,False,1793.0,FR
L'événement 'bataille de Shijōnawate' a eu lieu en Japon.,True,Japon,FR
L'événement 'bataille de Shijōnawate' a eu lieu en 1441.0.,False,1348.0,FR
L'événement 'bataille de Jackson' a eu lieu en Turquie.,False,États-Unis,FR
L'événement 'bataille de Jackson' a eu lieu en 1862.0.,True,1862.0,FR
L'événement '1st Songshan Protest' a eu lieu en Japon.,True,Japon,FR
L'événement '1st Songshan Protest' a eu lieu en 1599.0.,False,1964.0,FR
L'événement 'Operation Cage Action Plan' a eu lieu en Turquie.,True,Turquie,FR
L'événement 'Operation Cage Action Plan' a eu lieu en 2009.0.,True,2009.0,FR
L'événement 'bataille de Florange' a eu lieu en Turquie.,False,France,FR
L'événement 'bataille de Florange' a eu lieu en 1919.0.,False,1795.0,FR
L'événement 'Reservoir war' a eu lieu en États-Unis.,True,États-Unis,FR
L'événement 'Reservoir war' a eu lieu en 1887.0.,True,1887.0,FR
L'événement 'bataille du Boulou' a eu lieu en Allemagne.,False,France,FR
L'événement 'bataille du Boulou' a eu lieu en 1794.0.,True,1794.0,FR
L'événement 'bataille de Mifuneyama' a eu lieu en Japon.,True,Japon,FR
L'événement 'bataille de Mifuneyama' a eu lieu en 1567.0.,True,1567.0,FR
L'événement 'bataille de Toul' a eu lieu en France.,True,France,FR
L'événement 'bataille de Toul' a eu lieu en 612.0.,True,612.0,FR
L'événement 'bataille des Landes de Béjarry' a eu lieu en États-Unis.,False,France,FR
L'événement 'bataille des Landes de Béjarry' a eu lieu en 1871.0.,False,1795.0,FR
L'événement 'bataille de Saumur' a eu lieu en France.,True,France,FR
L'événement 'bataille de Saumur' a eu lieu en 1674.0.,False,1793.0,FR
L'événement 'bataille du Val-ès-Dunes' a eu lieu en États-Unis.,False,France,FR
L'événement 'bataille du Val-ès-Dunes' a eu lieu en 1973.0.,False,1047.0,FR
L'événement 'siège de Bridgeport' a eu lieu en France.,False,États-Unis,FR
L'événement 'siège de Bridgeport' a eu lieu en 1926.0.,False,1862.0,FR
L'événement 'Ie Conférence internationale de la Croix-Rouge' a eu lieu en France.,True,France,FR
L'événement 'Ie Conférence internationale de la Croix-Rouge' a eu lieu en 1907.0.,False,1867.0,FR
L'événement 'Second Battle of Sacket's Harbor' a eu lieu en États-Unis.,True,États-Unis,FR
L'événement 'Second Battle of Sacket's Harbor' a eu lieu en 1813.0.,True,1813.0,FR
L'événement 'bataille de Staten Island' a eu lieu en États-Unis.,True,États-Unis,FR
L'événement 'bataille de Staten Island' a eu lieu en 1777.0.,True,1777.0,FR
L'événement 'bataille de Vescovato' a eu lieu en Turquie.,False,France,FR
L'événement 'bataille de Vescovato' a eu lieu en 1564.0.,True,1564.0,FR
L'événement 'Battle of Le Grand Fayt' a eu lieu en France.,True,France,FR
L'événement 'Battle of Le Grand Fayt' a eu lieu en 1260.0.,False,1914.0,FR
L'événement 'bataille de Perpignan' a eu lieu en France.,True,France,FR
L'événement 'bataille de Perpignan' a eu lieu en 1788.0.,False,1793.0,FR
L'événement 'bataille de Newry Road' a eu lieu en France.,False,Royaume-Uni,FR
L'événement 'bataille de Newry Road' a eu lieu en 1623.0.,False,1993.0,FR
L'événement 'bataille de Saint Charles' a eu lieu en États-Unis.,True,États-Unis,FR
L'événement 'bataille de Saint Charles' a eu lieu en 463.0.,False,1862.0,FR
L'événement 'massacre de Bear River' a eu lieu en Japon.,False,États-Unis,FR
L'événement 'massacre de Bear River' a eu lieu en 1863.0.,True,1863.0,FR
L'événement 'Sausage Valley' a eu lieu en France.,True,France,FR
L'événement 'Sausage Valley' a eu lieu en 1916.0.,True,1916.0,FR
L'événement 'bataille d'Azukizaka' a eu lieu en France.,False,Japon,FR
L'événement 'bataille d'Azukizaka' a eu lieu en 1564.0.,True,1564.0,FR
L'événement 'Sack of Agde' a eu lieu en États-Unis.,False,France,FR
L'événement 'Sack of Agde' a eu lieu en 1280.0.,False,1286.0,FR
L'événement 'incident d'Eiroku' a eu lieu en Japon.,True,Japon,FR
L'événement 'incident d'Eiroku' a eu lieu en 1565.0.,True,1565.0,FR
L'événement 'bataille de St. Michaels' a eu lieu en États-Unis.,True,États-Unis,FR
L'événement 'bataille de St. Michaels' a eu lieu en 1561.0.,False,1813.0,FR
L'événement 'bataille de l'Éclipse' a eu lieu en Turquie.,True,Turquie,FR
L'événement 'bataille de l'Éclipse' a eu lieu en -584.0.,True,-584.0,FR
L'événement 'bataille de Shigino' a eu lieu en Allemagne.,False,Japon,FR
L'événement 'bataille de Shigino' a eu lieu en 1614.0.,True,1614.0,FR
L'événement 'Battle of Athens' a eu lieu en États-Unis.,True,États-Unis,FR
L'événement 'Battle of Athens' a eu lieu en 1946.0.,True,1946.0,FR
L'événement 'raids sur Mount Hope Bay' a eu lieu en États-Unis.,True,États-Unis,FR
L'événement 'raids sur Mount Hope Bay' a eu lieu en 1778.0.,True,1778.0,FR
"L'événement 'Battle of Gettysburg, Second Day' a eu lieu en États-Unis.",True,États-Unis,FR
"L'événement 'Battle of Gettysburg, Second Day' a eu lieu en 68.0.",False,1863.0,FR
L'événement 'bataille de Cookes Canyon' a eu lieu en États-Unis.,True,États-Unis,FR
L'événement 'bataille de Cookes Canyon' a eu lieu en 1861.0.,True,1861.0,FR
L'événement 'bataille d'Avesnes-le-Sec' a eu lieu en France.,True,France,FR
L'événement 'bataille d'Avesnes-le-Sec' a eu lieu en 1793.0.,True,1793.0,FR
L'événement 'raid de Dieppe' a eu lieu en France.,True,France,FR
L'événement 'raid de Dieppe' a eu lieu en 1942.0.,True,1942.0,FR
L'événement 'bataille de Jassin' a eu lieu en Turquie.,False,Allemagne,FR
L'événement 'bataille de Jassin' a eu lieu en 47.0.,False,1915.0,FR
L'événement 'bataille de la Nakatomi-gawa' a eu lieu en France.,False,Japon,FR
