language,question,correct_answer
DE,Wer ist der Schöpfer von Kolossalbüste Georg Wilhem Hegel?,Gustav Blaeser
DE,In welchem Jahr wurde Kolossalbüste Georg Wilhem Hegel fertiggestellt?,1871
TR,Hegel memorial'in yaratıcısı kim?,Gustav Bläser
TR,Hegel memorial hangi yılda tamamlandı?,1871
JA,Hegel memorial の創作者は誰ですか？,Gustav Bläser
JA,Hegel memorial は何年に完成しましたか？,1871
EN,Who is the creator of Rudolf Virchow Monument?,Fritz Klimsch
EN,In which year was Rudolf Virchow Monument completed?,1910
FR,Qui est le créateur de Rudolf Virchow Monument?,Fritz Klimsch
FR,En quelle année Rudolf Virchow Monument a-t-il été achevé?,1910
DE,Wer ist der Schöpfer von Rudolf-Virchow-Denkmal?,Fritz Klimsch
DE,In welchem Jahr wurde Rudolf-Virchow-Denkmal fertiggestellt?,1910
TR,Rudolf Virchow Monument'in yaratıcısı kim?,Fritz Klimsch
TR,Rudolf Virchow Monument hangi yılda tamamlandı?,1910
JA,Rudolf Virchow Monument の創作者は誰ですか？,フリッツ・クリムシュ
JA,Rudolf Virchow Monument は何年に完成しましたか？,1910
EN,Who is the creator of Statue of Theodor Mommsen?,Adolf Brütt
EN,In which year was Statue of Theodor Mommsen completed?,1909
FR,Qui est le créateur de Statue of Theodor Mommsen?,Adolf Brütt
FR,En quelle année Statue of Theodor Mommsen a-t-il été achevé?,1909
DE,Wer ist der Schöpfer von Theodor-Mommsen-Denkmal?,Adolf Brütt
DE,In welchem Jahr wurde Theodor-Mommsen-Denkmal fertiggestellt?,1909
TR,Statue of Theodor Mommsen'in yaratıcısı kim?,Adolf Brütt
TR,Statue of Theodor Mommsen hangi yılda tamamlandı?,1909
JA,Statue of Theodor Mommsen の創作者は誰ですか？,Adolf Brütt
JA,Statue of Theodor Mommsen は何年に完成しましたか？,1909
EN,Who is the creator of Der Sieger?,Louis Tuaillon
EN,In which year was Der Sieger completed?,1899
FR,Qui est le créateur de Der Sieger?,Louis Tuaillon
FR,En quelle année Der Sieger a-t-il été achevé?,1899
DE,Wer ist der Schöpfer von Der Sieger?,Louis Tuaillon
DE,In welchem Jahr wurde Der Sieger fertiggestellt?,1899
TR,Der Sieger'in yaratıcısı kim?,Louis Tuaillon
TR,Der Sieger hangi yılda tamamlandı?,1899
JA,Der Sieger の創作者は誰ですか？,Louis Tuaillon
JA,Der Sieger は何年に完成しましたか？,1899
EN,Who is the creator of The Ringer?,Hugo Lederer
EN,In which year was The Ringer completed?,1908
FR,Qui est le créateur de The Ringer?,Hugo Lederer
FR,En quelle année The Ringer a-t-il été achevé?,1908
DE,Wer ist der Schöpfer von Der Ringer?,Hugo Lederer
DE,In welchem Jahr wurde Der Ringer fertiggestellt?,1908
TR,The Ringer'in yaratıcısı kim?,Hugo Lederer
TR,The Ringer hangi yılda tamamlandı?,1908
JA,The Ringer の創作者は誰ですか？,Hugo Lederer
JA,The Ringer は何年に完成しましたか？,1908
EN,Who is the creator of Notre-Dame-de-l’Immaculée Conception chapel?,Maurice Estève
EN,In which year was Notre-Dame-de-l’Immaculée Conception chapel completed?,1957
FR,Qui est le créateur de chapelle Notre-Dame-de-l'Immaculée-Conception: vitraux?,Maurice Estève
FR,En quelle année chapelle Notre-Dame-de-l'Immaculée-Conception: vitraux a-t-il été achevé?,1957
DE,Wer ist der Schöpfer von Kapelle Notre-Dame-de-l'Immaculée-Conception?,Maurice Estève
DE,In welchem Jahr wurde Kapelle Notre-Dame-de-l'Immaculée-Conception fertiggestellt?,1957
TR,Notre-Dame-de-l’Immaculée Conception chapel'in yaratıcısı kim?,Maurice Estève
TR,Notre-Dame-de-l’Immaculée Conception chapel hangi yılda tamamlandı?,1957
JA,Notre-Dame-de-l’Immaculée Conception chapel の創作者は誰ですか？,モーリス・エステーヴ
JA,Notre-Dame-de-l’Immaculée Conception chapel は何年に完成しましたか？,1957
EN,Who is the creator of Birth of Mary?,Cuno Amiet
EN,In which year was Birth of Mary completed?,1959
FR,Qui est le créateur de Birth of Mary?,Cuno Amiet
FR,En quelle année Birth of Mary a-t-il été achevé?,1959
DE,Wer ist der Schöpfer von Maria Geburt?,Cuno Amiet
DE,In welchem Jahr wurde Maria Geburt fertiggestellt?,1959
TR,Birth of Mary'in yaratıcısı kim?,Cuno Amiet
TR,Birth of Mary hangi yılda tamamlandı?,1959
JA,Birth of Mary の創作者は誰ですか？,クーノ・アミエ
JA,Birth of Mary は何年に完成しましたか？,1959
EN,Who is the creator of Lion monument?,Anton Rückel
EN,In which year was Lion monument completed?,1952
FR,Qui est le créateur de Lion monument?,Anton Rückel
FR,En quelle année Lion monument a-t-il été achevé?,1952
DE,Wer ist der Schöpfer von Löwen-Denkmal?,Anton Rückel
DE,In welchem Jahr wurde Löwen-Denkmal fertiggestellt?,1952
TR,Lion monument'in yaratıcısı kim?,Anton Rückel
TR,Lion monument hangi yılda tamamlandı?,1952
JA,Lion monument の創作者は誰ですか？,Anton Rückel
JA,Lion monument は何年に完成しましたか？,1952
EN,Who is the creator of Notre-Dame de la Prévôté?,Alfred Manessier
EN,In which year was Notre-Dame de la Prévôté completed?,1967
FR,Qui est le créateur de Notre-Dame de la Prévôté?,Alfred Manessier
FR,En quelle année Notre-Dame de la Prévôté a-t-il été achevé?,1967
DE,Wer ist der Schöpfer von Notre-Dame de la Prévôté?,Alfred Manessier
DE,In welchem Jahr wurde Notre-Dame de la Prévôté fertiggestellt?,1967
TR,Notre-Dame de la Prévôté'in yaratıcısı kim?,Alfred Manessier
TR,Notre-Dame de la Prévôté hangi yılda tamamlandı?,1967
JA,Notre-Dame de la Prévôté の創作者は誰ですか？,アルフレッド・マネシエ
JA,Notre-Dame de la Prévôté は何年に完成しましたか？,1967
EN,Who is the creator of Berlin Peace Column?,Christian Daniel Rauch
EN,In which year was Berlin Peace Column completed?,1843
FR,Qui est le créateur de Berlin Peace Column?,Christian Daniel Rauch
FR,En quelle année Berlin Peace Column a-t-il été achevé?,1843
DE,Wer ist der Schöpfer von Friedenssäule?,Christian Daniel Rauch
DE,In welchem Jahr wurde Friedenssäule fertiggestellt?,1843
TR,Berlin Peace Column'in yaratıcısı kim?,Christian Daniel Rauch
TR,Berlin Peace Column hangi yılda tamamlandı?,1843
JA,Berlin Peace Column の創作者は誰ですか？,クリスチャン・ダニエル・ラウホ
JA,Berlin Peace Column は何年に完成しましたか？,1843
EN,Who is the creator of Memorial August Neidhardt von Gneisenau?,Christian Daniel Rauch
EN,In which year was Memorial August Neidhardt von Gneisenau completed?,1855
FR,Qui est le créateur de Memorial August Neidhardt von Gneisenau?,Christian Daniel Rauch
FR,En quelle année Memorial August Neidhardt von Gneisenau a-t-il été achevé?,1855
DE,Wer ist der Schöpfer von Gneisenau-Denkmal?,Christian Daniel Rauch
DE,In welchem Jahr wurde Gneisenau-Denkmal fertiggestellt?,1855
TR,Memorial August Neidhardt von Gneisenau'in yaratıcısı kim?,Christian Daniel Rauch
TR,Memorial August Neidhardt von Gneisenau hangi yılda tamamlandı?,1855
JA,Memorial August Neidhardt von Gneisenau の創作者は誰ですか？,クリスチャン・ダニエル・ラウホ
JA,Memorial August Neidhardt von Gneisenau は何年に完成しましたか？,1855
EN,Who is the creator of Memorial Johann David Ludwig Yorck von Wartenburg?,Christian Daniel Rauch
EN,In which year was Memorial Johann David Ludwig Yorck von Wartenburg completed?,1855
FR,Qui est le créateur de Memorial Johann David Ludwig Yorck von Wartenburg?,Christian Daniel Rauch
FR,En quelle année Memorial Johann David Ludwig Yorck von Wartenburg a-t-il été achevé?,1855
DE,Wer ist der Schöpfer von Yorck-Denkmal?,Christian Daniel Rauch
DE,In welchem Jahr wurde Yorck-Denkmal fertiggestellt?,1855
TR,Memorial Johann David Ludwig Yorck von Wartenburg'in yaratıcısı kim?,Christian Daniel Rauch
TR,Memorial Johann David Ludwig Yorck von Wartenburg hangi yılda tamamlandı?,1855
JA,Memorial Johann David Ludwig Yorck von Wartenburg の創作者は誰ですか？,クリスチャン・ダニエル・ラウホ
JA,Memorial Johann David Ludwig Yorck von Wartenburg は何年に完成しましたか？,1855
EN,Who is the creator of Memorial Gerhard von Scharnhorst?,Christian Daniel Rauch
EN,In which year was Memorial Gerhard von Scharnhorst completed?,1822
FR,Qui est le créateur de Memorial Gerhard von Scharnhorst?,Christian Daniel Rauch
FR,En quelle année Memorial Gerhard von Scharnhorst a-t-il été achevé?,1822
DE,Wer ist der Schöpfer von Scharnhorst-Denkmal?,Christian Daniel Rauch
DE,In welchem Jahr wurde Scharnhorst-Denkmal fertiggestellt?,1822
TR,Memorial Gerhard von Scharnhorst'in yaratıcısı kim?,Christian Daniel Rauch
TR,Memorial Gerhard von Scharnhorst hangi yılda tamamlandı?,1822
JA,Memorial Gerhard von Scharnhorst の創作者は誰ですか？,クリスチャン・ダニエル・ラウホ
JA,Memorial Gerhard von Scharnhorst は何年に完成しましたか？,1822
EN,Who is the creator of Statue of Kurfürst Joachim II.?,Erdmann Encke
EN,In which year was Statue of Kurfürst Joachim II. completed?,1889
FR,Qui est le créateur de Statue of Kurfürst Joachim II.?,Erdmann Encke
FR,En quelle année Statue of Kurfürst Joachim II. a-t-il été achevé?,1889
DE,Wer ist der Schöpfer von Denkmal des Kurfürsten Joachim II.?,Erdmann Encke
DE,In welchem Jahr wurde Denkmal des Kurfürsten Joachim II. fertiggestellt?,1889
TR,Statue of Kurfürst Joachim II.'in yaratıcısı kim?,Erdmann Encke
TR,Statue of Kurfürst Joachim II. hangi yılda tamamlandı?,1889
JA,Statue of Kurfürst Joachim II. の創作者は誰ですか？,Erdmann Encke
JA,Statue of Kurfürst Joachim II. は何年に完成しましたか？,1889
EN,Who is the creator of Siemens-Ehrenmal?,Joseph Wackerle
EN,In which year was Siemens-Ehrenmal completed?,1934
FR,Qui est le créateur de Siemens-Ehrenmal?,Joseph Wackerle
FR,En quelle année Siemens-Ehrenmal a-t-il été achevé?,1934
DE,Wer ist der Schöpfer von Gefallenenehrenmal der Siemenswerke?,Joseph Wackerle
DE,In welchem Jahr wurde Gefallenenehrenmal der Siemenswerke fertiggestellt?,1934
TR,Siemens-Ehrenmal'in yaratıcısı kim?,Joseph Wackerle
TR,Siemens-Ehrenmal hangi yılda tamamlandı?,1934
JA,Siemens-Ehrenmal の創作者は誰ですか？,Joseph Wackerle
JA,Siemens-Ehrenmal は何年に完成しましたか？,1934
EN,Who is the creator of Statue Freiherr Karl vom und zum Stein?,Hermann Schievelbein
EN,In which year was Statue Freiherr Karl vom und zum Stein completed?,1875
FR,Qui est le créateur de Statue Freiherr Karl vom und zum Stein?,Hermann Schievelbein
FR,En quelle année Statue Freiherr Karl vom und zum Stein a-t-il été achevé?,1875
DE,Wer ist der Schöpfer von Stein-Denkmal?,Hermann Schievelbein
DE,In welchem Jahr wurde Stein-Denkmal fertiggestellt?,1875
TR,Statue Freiherr Karl vom und zum Stein'in yaratıcısı kim?,Hermann Schievelbein
TR,Statue Freiherr Karl vom und zum Stein hangi yılda tamamlandı?,1875
JA,Statue Freiherr Karl vom und zum Stein の創作者は誰ですか？,Hermann Schievelbein
JA,Statue Freiherr Karl vom und zum Stein は何年に完成しましたか？,1875
EN,Who is the creator of Cascada Monumental?,José Fontseré Mestre
EN,In which year was Cascada Monumental completed?,1875
FR,Qui est le créateur de Cascada Monumental?,Josep Fontserè
FR,En quelle année Cascada Monumental a-t-il été achevé?,1875
DE,Wer ist der Schöpfer von Cascada Monumental?,José Fontseré
DE,In welchem Jahr wurde Cascada Monumental fertiggestellt?,1875
TR,Cascada Monumental'in yaratıcısı kim?,José Fontseré Mestre
TR,Cascada Monumental hangi yılda tamamlandı?,1875
JA,Cascada Monumental の創作者は誰ですか？,José Fontseré Mestre
JA,Cascada Monumental は何年に完成しましたか？,1875
EN,Who is the creator of statue Amazone?,Carl Burckhardt
EN,In which year was statue Amazone completed?,1923
FR,Qui est le créateur de statue Amazone?,Carl Burckhardt
FR,En quelle année statue Amazone a-t-il été achevé?,1923
DE,Wer ist der Schöpfer von Standbild Amazone?,Carl Burckhardt
DE,In welchem Jahr wurde Standbild Amazone fertiggestellt?,1923
TR,statue Amazone'in yaratıcısı kim?,Carl Burckhardt
TR,statue Amazone hangi yılda tamamlandı?,1923
JA,statue Amazone の創作者は誰ですか？,Carl Burckhardt
JA,statue Amazone は何年に完成しましたか？,1923
EN,Who is the creator of Duncker Monument?,Walter Howard
EN,In which year was Duncker Monument completed?,1976
FR,Qui est le créateur de Duncker Monument?,Walter Howard
FR,En quelle année Duncker Monument a-t-il été achevé?,1976
DE,Wer ist der Schöpfer von Denkmal Hermann Duncker?,Walter Howard
DE,In welchem Jahr wurde Denkmal Hermann Duncker fertiggestellt?,1976
TR,Duncker Monument'in yaratıcısı kim?,Walter Howard
TR,Duncker Monument hangi yılda tamamlandı?,1976
JA,Duncker Monument の創作者は誰ですか？,Walter Howard
JA,Duncker Monument は何年に完成しましたか？,1976
EN,Who is the creator of Reformed Church?,Paul Zehnder
EN,In which year was Reformed Church completed?,1500
FR,Qui est le créateur de Reformed Church?,Paul Zehnder
FR,En quelle année Reformed Church a-t-il été achevé?,1500
DE,Wer ist der Schöpfer von Reformierte Kirche?,Paul Zehnder
DE,In welchem Jahr wurde Reformierte Kirche fertiggestellt?,1500
TR,Reformed Church'in yaratıcısı kim?,Paul Zehnder
TR,Reformed Church hangi yılda tamamlandı?,1500
JA,Reformed Church の創作者は誰ですか？,Paul Zehnder
JA,Reformed Church は何年に完成しましたか？,1500
EN,Who is the creator of Stadtbrunnen (Darmstadt)?,Johann Baptist Scholl
EN,In which year was Stadtbrunnen (Darmstadt) completed?,1860
FR,Qui est le créateur de Stadtbrunnen (Darmstadt)?,Johann Baptist Scholl
FR,En quelle année Stadtbrunnen (Darmstadt) a-t-il été achevé?,1860
DE,Wer ist der Schöpfer von Stadtbrunnen?,Johann Baptist Scholl
DE,In welchem Jahr wurde Stadtbrunnen fertiggestellt?,1860
TR,Stadtbrunnen (Darmstadt)'in yaratıcısı kim?,Johann Baptist Scholl
TR,Stadtbrunnen (Darmstadt) hangi yılda tamamlandı?,1860
JA,Stadtbrunnen (Darmstadt) の創作者は誰ですか？,Johann Baptist Scholl
JA,Stadtbrunnen (Darmstadt) は何年に完成しましたか？,1860
EN,Who is the creator of Büste Adelbert von Chamisso?,Julius Moser
EN,In which year was Büste Adelbert von Chamisso completed?,1888
FR,Qui est le créateur de Büste Adelbert von Chamisso?,Julius Moser
FR,En quelle année Büste Adelbert von Chamisso a-t-il été achevé?,1888
DE,Wer ist der Schöpfer von Kolossalbüste Adalbert Chamisso?,Julius Moser
DE,In welchem Jahr wurde Kolossalbüste Adalbert Chamisso fertiggestellt?,1888
TR,Büste Adelbert von Chamisso'in yaratıcısı kim?,Julius Moser
TR,Büste Adelbert von Chamisso hangi yılda tamamlandı?,1888
JA,Büste Adelbert von Chamisso の創作者は誰ですか？,Julius Moser
JA,Büste Adelbert von Chamisso は何年に完成しましたか？,1888
EN,Who is the creator of Berliner Meilenstein & Bärenskulptur?,Günter Anlauf
EN,In which year was Berliner Meilenstein & Bärenskulptur completed?,1983
FR,Qui est le créateur de Berliner Meilenstein & Bärenskulptur?,Günter Anlauf
FR,En quelle année Berliner Meilenstein & Bärenskulptur a-t-il été achevé?,1983
DE,Wer ist der Schöpfer von Berliner Meilenstein & Bärenskulptur?,Günter Anlauf
DE,In welchem Jahr wurde Berliner Meilenstein & Bärenskulptur fertiggestellt?,1983
TR,Berliner Meilenstein & Bärenskulptur'in yaratıcısı kim?,Günter Anlauf
TR,Berliner Meilenstein & Bärenskulptur hangi yılda tamamlandı?,1983
JA,Berliner Meilenstein & Bärenskulptur の創作者は誰ですか？,Günter Anlauf
JA,Berliner Meilenstein & Bärenskulptur は何年に完成しましたか？,1983
EN,Who is the creator of Memorial for Hermann Schulze-Delitzsch?,Hans Arnold
EN,In which year was Memorial for Hermann Schulze-Delitzsch completed?,1899
FR,Qui est le créateur de Memorial for Hermann Schulze-Delitzsch?,Hans Arnold
FR,En quelle année Memorial for Hermann Schulze-Delitzsch a-t-il été achevé?,1899
DE,Wer ist der Schöpfer von Denkmal Hermann Schulze-Delitzsch?,Hans Arnold
DE,In welchem Jahr wurde Denkmal Hermann Schulze-Delitzsch fertiggestellt?,1899
TR,Memorial for Hermann Schulze-Delitzsch'in yaratıcısı kim?,Hans Arnold
TR,Memorial for Hermann Schulze-Delitzsch hangi yılda tamamlandı?,1899
JA,Memorial for Hermann Schulze-Delitzsch の創作者は誰ですか？,Hans Arnold
JA,Memorial for Hermann Schulze-Delitzsch は何年に完成しましたか？,1899
EN,Who is the creator of Unter den Stangen?,Hans Dieter Bohnet
EN,In which year was Unter den Stangen completed?,1993
FR,Qui est le créateur de Unter den Stangen?,Hans Dieter Bohnet
FR,En quelle année Unter den Stangen a-t-il été achevé?,1993
