question,options,correct_letter,language
Who is the creator of Street in Vitré?,"{'A': 'マリー＝ガブリエル・カペ', 'B': 'Ivan Meštrović', 'C': 'Nicolae Grigorescu', 'D': 'Józef Gosławski'}",C,EN
Who is the creator of Young Woman Making Cheese?,"{'A': 'Karl Alfred Lanz', 'B': 'フランソワ・ブーシェ', 'C': 'Marie-Victoire Lemoine', 'D': 'Théodore Rousseau'}",C,EN
Who is the creator of The Cat’s Breakfast?,"{'A': 'Marie-Victoire Lemoine', 'B': 'ヴィニー・リーム', 'C': 'エドヴァルド・エリクセン', 'D': 'Oleg Konstantinovitch Komov'}",A,EN
Who is the creator of Portrait of Jean-Prosper-Camille-Charles Goujon de Gasville (1795-1856)?,"{'A': 'ヴィクトリア・メリタ・オブ・サクス＝コバーグ＝ゴータ', 'B': 'Marie-Victoire Lemoine', 'C': 'ダニエル・チェスター・フレンチ', 'D': 'カダニのミクラシュ'}",B,EN
Who is the creator of Portrait of Henri Gabiou with bread?,"{'A': 'Albert Robida', 'B': 'Marie-Victoire Lemoine', 'C': 'Augustus Saint-Gaudens', 'D': 'ジャン＝バティスト・グルーズ'}",B,EN
Who is the creator of On the snowy path?,"{'A': 'Lee Lawrie', 'B': 'Thomas Ustick Walter', 'C': 'Giuseppe De Nittis', 'D': 'Gutzon Borglum'}",C,EN
"Who is the creator of Milo of Croton, Attempting to Test His Strength, Is Caught and Devoured by a Lion?","{'A': 'Léocharès', 'B': 'Charles Meynier', 'C': '狩野昌運', 'D': 'Karasumaru Mitsuhiro'}",B,EN
Who is the creator of A child looking in a mirror?,"{'A': 'Josef Tabachnyk', 'B': 'Shiokawa Bunrin', 'C': 'Works of Goto Kuwagoro', 'D': 'Hortense Haudebourt-Lescot'}",D,EN
Who is the creator of Funeral of a Mummy on the Nile?,"{'A': 'ポール・ランドスキ', 'B': 'Frederick Arthur Bridgman', 'C': 'Hortense Haudebourt-Lescot', 'D': 'Via Lewandowsky'}",B,EN
Who is the creator of Bacchus as a child?,"{'A': 'Edward Berge', 'B': 'Albert Gleizes', 'C': 'Hadrian', 'D': 'Julie Hugo'}",D,EN
"Who is the creator of Portrait of Sophie Dawes, Baronne de Feuchères?","{'A': 'Iow Kornilowitsch Altuchow', 'B': 'Hans Aeschbacher', 'C': 'Dikran Daderian', 'D': 'Aimée Brune-Pagès'}",D,EN
Who is the creator of Unknown young Frenchman?,"{'A': '渡辺崋山', 'B': 'George Alfred Townsend', 'C': 'ジャック・フロマン＝モーリス', 'D': 'Aimée Brune-Pagès'}",D,EN
Who is the creator of Portrait of Mme Galté?,"{'A': 'Fructuoso Orduna', 'B': 'Julie Philipault', 'C': 'Ando Jubei', 'D': 'Anna Bilińska-Bohdanowicz'}",B,EN
Who is the creator of Presumed portrait of Anne Angélique Germiot (1774-1835)?,"{'A': 'Francesco Confalonieri', 'B': '狩野章信', 'C': 'Jeanne-Elisabeth Chaudet', 'D': 'Auguste Renoir'}",C,EN
Who is the creator of Portrait of a woman?,"{'A': 'Frid Soghoyan', 'B': 'Johann Gottfried Schadow', 'C': 'Léon Chavalliaud', 'D': 'Jeanne-Elisabeth Chaudet'}",D,EN
Who is the creator of Portrait of Madame Augustin?,"{'A': 'Roman Vilhushynsky', 'B': 'Louis Tuaillon', 'C': 'Jürgen Karnopp', 'D': 'Jeanne-Elisabeth Chaudet'}",D,EN
Who is the creator of A young girl carrying her father's sabre?,"{'A': 'Tsubaki Chinzan', 'B': 'Miguel Ángel Ruíz Larrea', 'C': 'Jeanne-Elisabeth Chaudet', 'D': 'Iulian Rukavishnikov'}",C,EN
Who is the creator of Oscar I as a child?,"{'A': '歌川国貞', 'B': 'Jeanne-Elisabeth Chaudet', 'C': 'Dikran Daderian', 'D': 'Wassili Wassiljewitsch Koslow'}",B,EN
Who is the creator of Portrait of a Young Artist?,"{'A': 'Amélie Legrand de Saint-Aubin', 'B': 'Paolo Troubetzkoy', 'C': 'Henri Chapu', 'D': 'セルゲイ・メルクーロフ'}",A,EN
Who is the creator of Thamar?,"{'A': 'Alexandre Cabanel', 'B': 'Jean-Léon Gérôme', 'C': 'Zbigniew Mikielewicz', 'D': 'シモン・ヴーエ'}",A,EN
Who is the creator of Vase of flowers and grapes on a stone ledge?,"{'A': 'リュイス・ドメネク・イ・ムンタネー', 'B': 'Christian Daniel Rauch', 'C': 'Anne Vallayer-Coster', 'D': 'ミヒラン・ハコビアン'}",C,EN
Who is the creator of Erato and Cupid?,"{'A': 'アンリ・ヴァン・デ・ヴェルデ', 'B': '李公麟', 'C': 'Charles Meynier', 'D': 'Vasily Demut-Malinovsky'}",C,EN
Who is the creator of Dreaming Young Woman?,"{'A': 'Tosa Mitsunori', 'B': 'Aimée Brune-Pagès', 'C': 'Henry Scheffer', 'D': 'Charles Textor'}",B,EN
Who is the creator of Portrait of a young woman drawing?,"{'A': 'Marie-Gabrielle Capet', 'B': 'Jakob August Heer', 'C': 'Willibald Fritsch', 'D': 'Julie Philipault'}",D,EN
Who is the creator of Nude with drapery?,"{'A': 'William Bouguereau', 'B': 'Kārlis Zāle', 'C': 'Nagasawa Rosetsu', 'D': 'Suzanne Valadon'}",D,EN
Who is the creator of Renée Delmas de Pont-Jest?,"{'A': 'Giuliano Mozzani', 'B': 'Kanō Naganobu', 'C': 'Louise Abbéma', 'D': 'Emmanuel Frémiet'}",C,EN
Who is the creator of Evirchoma?,"{'A': 'Xawery Dunikowski', 'B': 'Jean-Augustin Franquelin', 'C': 'Gustave Courbet', 'D': 'Paul Ducuing'}",B,EN
Who is the creator of Portrait of Adèle Papin Playing the Harp?,"{'A': '曽我二直菴', 'B': 'Guillaume Guillon-Lethière', 'C': 'Miguel Noreña', 'D': 'Alfred Émilien de Nieuwerkerke'}",B,EN
Who is the creator of Portrait of Martin-Guillaume Biennais?,"{'A': 'Anish Kapoor', 'B': 'ラファエル・イスラエリヤン', 'C': 'Mikhaïl Reva', 'D': 'François Antoine Léon Fleury'}",D,EN
"Who is the creator of Portrait of Marie-Anne Gaudin, wife of Martin-Guillaume Biennais?","{'A': 'François Antoine Léon Fleury', 'B': 'Vincent', 'C': 'Jacquemart de Hesdin', 'D': 'Yolande Dalbert'}",A,EN
Who is the creator of Portrait of Stanislas Myelzinski with his wife and his child?,"{'A': 'Melinda Garcia', 'B': 'Élisabeth Vigée-Lebrun', 'C': 'Jean-Jacques-François Le Barbier', 'D': 'Paul Mersmann der Ältere'}",C,EN
Who is the creator of Portrait of Mikołaj Gorgoniusz Mielżyński?,"{'A': 'アントワーヌ＝オーギュスト・プレオー', 'B': 'Jean-Jacques-François Le Barbier', 'C': 'Jerwand Kotschar', 'D': 'Marguerite Gérard'}",B,EN
Who is the creator of The Magnanimity of Lycurgus?,"{'A': 'Iwan Browdi', 'B': 'Jean-Jacques-François Le Barbier', 'C': 'Andrei Iwanowitsch Chaustow', 'D': '川又常正'}",B,EN
Who is the creator of A Knitting Woman?,"{'A': 'Miyagawa Chōshun', 'B': 'Enichibō Jōnin', 'C': 'Kanō Tsunenobu', 'D': 'Moustafa Farroukh'}",D,EN
Who is the creator of Leonardo da Vinci Among His Students?,"{'A': 'Jules-Adolphe Goupil', 'B': 'Jean-Baptiste Jules Trayer', 'C': 'Eiraku Hozen', 'D': 'Douglas Tilden'}",B,EN
Who is the creator of Portrait of Pierre Calixte Emmanuel Daguilhon-Pujol?,"{'A': 'Fernand Léger', 'B': 'Katsushika Hokusai', 'C': 'Gustavo Aguerre', 'D': 'Arnold Scheffer'}",D,EN
"Who is the creator of Artist's Dressing Room, at the Saint-Cloud Fair?","{'A': 'Giuliano Mozzani', 'B': 'フィリップ＝ジャック・ヴァン・ブリー', 'C': 'Fernand Blayn', 'D': 'Matsumura Keibun'}",C,EN
Who is the creator of Promenade at Chenonceaux?,"{'A': 'Miguel Ángel Ruíz Larrea', 'B': 'Louise-Magdeleine Hortemels', 'C': 'Cesare Zocchi', 'D': 'Jean Louis Amédée Beaujouan'}",D,EN
Who is the creator of Portrait of Old Woman?,"{'A': 'Clarisse Amic', 'B': 'Kitagawa Utamaro', 'C': 'カール・フォン・ハゼナウアー', 'D': 'François Kinson'}",A,EN
Who is the creator of Ruins of the Tuileris Palace?,"{'A': '李公麟', 'B': 'Jane de Montchenu', 'C': 'Jean François Bozio', 'D': 'Leonardo Bistolfi'}",B,EN
Who is the creator of Portrait of Pope Pius VII?,"{'A': 'Athalante Legrand', 'B': 'Karl von Hasenauer', 'C': 'Muqi Fachang', 'D': 'Ettore Ximenes'}",A,EN
Who is the creator of The Mimosa Workshop?,"{'A': 'Lykurgos von Athen', 'B': 'Pierre Bonnard', 'C': '亀田鵬斎', 'D': 'ラモン・コンデ'}",B,EN
Who is the creator of Monument of working-class movement?,"{'A': 'ハドリアヌス', 'B': 'João Maximiano Mafra', 'C': 'Ladislav Martínek', 'D': 'ジュリー・ユーゴー'}",C,EN
Who is the creator of Verzetsmonument (Arnhem)?,"{'A': 'Marino Mazzacurati', 'B': 'Ivan. Vitali', 'C': 'Jouke Hoogland / Jos Pauw', 'D': 'オルテンス・オードブール＝レスコー'}",C,EN
Who is the creator of Monument to the Abolition of Slavery (Ponce)?,"{'A': 'Hiroshima', 'B': 'ルドルフ・ジーメリング', 'C': '森徹山', 'D': 'Victor M. Cott'}",D,EN
"Who is the creator of Monument to the victims of deportation 1944-1946, Ternopil?","{'A': '2014', 'B': 'Yevgeniy Vuçetiç', 'C': 'Max Leu', 'D': 'Paul Chevré'}",A,EN
Who is the creator of Monument to Soghomon Tehlirian?,"{'A': '狩野派', 'B': 'Jean-Jacques Le Barbier', 'C': 'David Minasyan', 'D': 'Samvel Petrossian'}",D,EN
Who is the creator of Bust of Perch Proshyan?,"{'A': 'ドメニコ・フォンターナ', 'B': 'Julius Mordecai Pincas', 'C': 'Ville Vallgren', 'D': 'Suren Stepanyan'}",D,EN
Who is the creator of Statue of Adam Black?,"{'A': 'John Hutchison', 'B': 'Gevorg Gevorgyan', 'C': 'Katsushika Isai', 'D': 'Victor Brecheret'}",A,EN
Who is the creator of Jaakko Ilkka monument?,"{'A': 'Abraham de Verwer', 'B': 'フレデリク・バルトルディ', 'C': 'Jean-Michel Verdiguier', 'D': 'Matti Visanti'}",D,EN
Who is the creator of Hopetoun Monument?,"{'A': 'Thomas Campbell', 'B': 'Friedrich Drake', 'C': 'Henri Le Fauconnier', 'D': 'Jan Wolkers'}",A,EN
Who is the creator of Wikipedia Monument?,"{'A': 'Yervand Kochar', 'B': 'Mihran Hakobjan', 'C': 'Pavel Bondarenko', 'D': 'Isoda Koryūsai'}",B,EN
Who is the creator of Monument to Mark Rothko?,"{'A': 'Katei Taki', 'B': 'Douglas Tilden', 'C': 'Romualds Gibovskis', 'D': 'ラモン・コンデ'}",C,EN
Who is the creator of Alphabet park?,"{'A': 'Fred Afrikyan', 'B': 'エリザベート＝ルイーズ・ヴィジェ＝ルブラン', 'C': 'Walter Schmarje', 'D': 'Domenico De Angelis'}",A,EN
Who is the creator of Narek?,"{'A': 'エル・グレコ', 'B': 'José Jerez Recalde', 'C': 'Hamlet Matinyan', 'D': 'Robert Lee MacCameron'}",C,EN
Who is the creator of bust of Leon Orbeli?,"{'A': 'Mark Antokolski', 'B': 'Gabriel Yeproyan', 'C': 'Auguste Préault', 'D': 'Suryavarman II'}",B,EN
Who is the creator of Monument to Rabindranath Tagore?,"{'A': 'Gautam Pal', 'B': '松村景文', 'C': '歌川国輝', 'D': 'Jean-Baptiste Carpeaux'}",A,EN
Who is the creator of Suffragette Memorial?,"{'A': 'François Antoine Léon Fleury', 'B': 'Alexis-Joseph Pérignon', 'C': 'アレクサンドル・ファルギエール', 'D': 'Lorne McKean'}",D,EN
Who is the creator of Gevorg Emin's sculpture?,"{'A': 'シモン・ヴーエ', 'B': 'Ashot Aramyan', 'C': 'ジャン・ミシェル・ヴィルモット', 'D': 'Mathurin Moreau'}",B,EN
"Who is the creator of Three Kings Monument, Chiang Mai?","{'A': 'John Hutchison', 'B': 'Kaimook Chuto', 'C': 'État grec', 'D': 'Eduard Safaryan'}",B,EN
Who is the creator of Monument to the Victims of the Armenian Genocide?,"{'A': '懐月堂度辰', 'B': 'Xosé Cid Menor', 'C': 'ジョヴァンニ・ボルディーニ', 'D': 'José Jerez Recalde'}",D,EN
Who is the creator of Tegetthoff monument in Maribor?,"{'A': 'Heinrich Fuss', 'B': 'エドガー・ドガ', 'C': 'エヴゲニ・ヴチェティチ', 'D': 'Llucià Oslé i Sáenz de Medrano'}",A,EN
Who is the creator of Armenian Genocide memorial?,"{'A': 'Stanisław Kazimierz Ostrowski', 'B': 'エリザベート＝ルイーズ・ヴィジェ＝ルブラン', 'C': 'Limbourg brothers', 'D': 'Harry Arabyan'}",D,EN
Who is the creator of Monument to Carlo Turano?,"{'A': 'Hripsime Simonjan', 'B': 'Frédéric Bazille', 'C': 'Elsi Borg', 'D': 'Ezio Roscitano'}",D,EN
Who is the creator of Charles Aznavour Statue?,"{'A': 'Mark Antokolski', 'B': 'Robert Delaunay', 'C': 'Josep Oriol Mestres', 'D': 'Samvel Petrossian'}",D,EN
Who is the creator of Marriage rings?,"{'A': 'Hamlet Matinyan', 'B': 'ヨゼフ・ヴァーツラフ・ミスルベク', 'C': 'トーマス・ウォルター', 'D': '狩野探幽'}",A,EN
Who is the creator of Nour?,"{'A': 'Hamlet Matinyan', 'B': '古山師政', 'C': 'アンリ＝テオフィル・ブイヨン', 'D': 'Gyokuran Ike'}",A,EN
Who is the creator of Monument to Hamazasp Babajanyan?,"{'A': 'Pisanello', 'B': 'Hamlet Matinyan', 'C': 'Yokoyama Seiki', 'D': 'Victorio Macho'}",B,EN
Who is the creator of Monument Francis I. (II.)?,"{'A': 'Pompeo Marchesi', 'B': 'Johann Georg Bendl', 'C': 'バッチョ・ポンテッリ', 'D': 'Nikolai Wassiljewitsch Tomski'}",A,EN
Who is the creator of Leibniz monument?,"{'A': 'ジュリー・ユーゴー', 'B': 'アンリ・ル・フォーコニエ', 'C': 'ジャン・デュビュッフェ', 'D': 'Ernst Julius Hähnel'}",D,EN
Who is the creator of Monument Jean-Rivard?,"{'A': 'Alfred Laliberté', 'B': 'Anne-Louis Girodet', 'C': 'スタニスラフ・スチャルダ', 'D': '渡辺崋山'}",A,EN
Who is the creator of Stanisław Moniuszko monument in Vilnius?,"{'A': '円山応震', 'B': '勝川春亭', 'C': 'Bolesław Bałzukiewicz', 'D': 'カルロ・マロケッティ'}",C,EN
Who is the creator of Monument to Ghukas Ghukasyan?,"{'A': 'Anish Kapoor', 'B': 'Arto Tchakmaktchian', 'C': 'Louis Jean Desprez', 'D': 'Charles Pêtre'}",B,EN
"Who is the creator of Monument to Napoléon, Prince Imperial?","{'A': 'Jean-Baptiste Belloc', 'B': 'Jacquemart de Hesdin', 'C': 'Prince Victor of Hohenlohe-Langenburg', 'D': 'Fritz Røed'}",C,EN
Who is the creator of Statue of Ralph Ward Jackson?,"{'A': 'アウグスト・キス', 'B': 'Edward Onslow Ford', 'C': 'Waldemar Grzimek', 'D': 'Floriano Bodini'}",B,EN
Who is the creator of Rathbone Monument?,"{'A': '本阿弥光悦', 'B': 'Douglas Tilden', 'C': 'George Frampton', 'D': 'Charles Pêtre'}",C,EN
Who is the creator of Lester Monument?,"{'A': 'アレクサンドル・ファルギエール', 'B': 'George Frampton', 'C': 'Le Greco', 'D': 'ジュール・クータン'}",B,EN
Who is the creator of Forwood Monument?,"{'A': 'ジャラル・ガルヤグドゥ', 'B': 'Kiitsu Suzuki', 'C': 'Shunsō Shōju', 'D': 'George Frampton'}",D,EN
Who is the creator of Wellington Monument?,"{'A': 'ジョルジュ・ド・ラ・トゥール', 'B': 'Carlo Marochetti', 'C': 'Anthony van Dyck', 'D': 'Antoine-Jean Gros'}",B,EN
Who is the creator of Statue of Giuseppe Verdi (Busseto)?,"{'A': 'Luigi Secchi', 'B': 'Victoria Melita von Sachsen-Coburg und Gotha', 'C': 'Jean Gigoux', 'D': 'Horace Daillion'}",A,EN
Who is the creator of Maritime Monument?,"{'A': 'Jeanne Donnadieu', 'B': 'Albrecht Kauw', 'C': 'Maruyama Oshin', 'D': 'Ivar Bentsen'}",D,EN
Who is the creator of Monument for Raphael?,"{'A': 'Luigi Belli', 'B': 'Carl Ferdinand Hartzer', 'C': 'Charles Meynier', 'D': '釧雲泉'}",A,EN
Who is the creator of Monument to Eusebio Kino?,"{'A': 'Marie-Gabrielle Capet', 'B': 'Jan Habarta', 'C': 'クロード・ロラン', 'D': 'Stefano Zuech'}",D,EN
Who is the creator of Balfour Monument?,"{'A': '愛石', 'B': 'Edmé Charles de Lioux de Savignac', 'C': 'Pierre Mignard', 'D': 'Albert Bruce-Joy'}",D,EN
Who is the creator of Ruskin Monument?,"{'A': 'Eugénie Delaporte', 'B': 'Adolf Brütt', 'C': 'Andrea Carlo Lucchesi', 'D': 'Anna Rimbaut-Borrel'}",C,EN
"Who is the creator of Anderton Monument, St Helens?","{'A': 'ニコライ・トムスキー', 'B': 'Arthur Fleischmann', 'C': '周文', 'D': 'Fritz Klimsch'}",B,EN
Who is the creator of Mortuis?,"{'A': 'フレデリック・バジール', 'B': '幸野楳嶺', 'C': 'マルグリート・ジェラルド', 'D': 'Elsi Borg'}",D,EN
Who is the creator of Standing By Tunnerminnerwait and Maulboyheenner?,"{'A': 'Brook Andrew', 'B': 'Léopold Steiner', 'C': 'コンスタンス＝マリー・シャルパンティエ', 'D': 'Otto Panzner'}",A,EN
Who is the creator of Burke & Wills Monument?,"{'A': 'Daniel Chester French', 'B': 'Charles Summers', 'C': 'II. Suryavarman', 'D': '文観房弘真'}",B,EN
Who is the creator of Lord Nelson Monument?,"{'A': 'アンドレ・ドラン', 'B': 'Frederick Brook Hitch', 'C': 'カスパー・フォン・ツームブッシュ', 'D': 'Grigori Nikolaevitch Postnikov'}",B,EN
Who is the creator of Monument to the Duke of Wellington?,"{'A': 'Hayk Tokmajyan', 'B': 'Georg Hengstenberg', 'C': 'Serge Poliakoff', 'D': 'John Bell'}",D,EN
Who is the creator of Edward VII Memorial Monument?,"{'A': '菱川和翁', 'B': 'Floriano Bodini', 'C': 'Eiraku Hozen', 'D': 'Newbury Abbot Trent'}",D,EN
Who is the creator of Schwarzenberg Monument?,"{'A': 'Ernst Julius Hähnel', 'B': '吉山明兆', 'C': 'Valentyn Borysenko', 'D': 'Jiři Sozanský'}",A,EN
Who is the creator of Turkish Sailors Monument?,"{'A': 'Auguste Renoir', 'B': 'Ettore Ximenes', 'C': 'Charles Cordier', 'D': 'Tankut Öktem'}",D,EN
Who is the creator of Mavi Senfoni?,"{'A': 'Oleg Konstantinowitsch Komow', 'B': 'Kiyohara Yukinobu', 'C': 'Carlo Scarpa', 'D': 'Burhan Doğançay'}",D,EN
Who is the creator of Naile Hanım Portresi / Portrait of Naile Hanım?,"{'A': 'Georges William Thornley', 'B': 'Caspar Buberl', 'C': 'ジャック・フロマン＝モーリス', 'D': 'Osman Hamdi Bey'}",D,EN
Who is the creator of The Cloak of Peace – Te Korowai Rangimarie?,"{'A': 'Wolodymyr Tschepelyk', 'B': '春好斎北洲', 'C': 'Kingsley Baird', 'D': 'ウジェーヌ・エマニュエル・ヴィオレ・ル・デュク'}",C,EN
Who is the creator of Dotoku Park Whale Statue?,"{'A': 'Works of Goto Kuwagoro', 'B': 'Grigor Aharonjan', 'C': 'Honami Kōetsu', 'D': '狩野山雪'}",A,EN
Who is the creator of Chinese-style poem scroll?,"{'A': 'Bernabé Gómez del Río', 'B': 'Bolesław Bałzukiewicz', 'C': ""Rai San'yo"", 'D': '狩野山雪'}",C,EN
Who is the creator of Chinese-style poem scrolls?,"{'A': ""Rai San'yo"", 'B': 'Louis-Marie Dulieu de Chenevoux', 'C': 'John Bell', 'D': 'Toriyama Sekien'}",A,EN
Who is the creator of Tendō Hiroshige?,"{'A': 'Maximilien Godefroy', 'B': 'Eugénie Charen', 'C': 'Utagawa Hiroshige', 'D': 'Utamaro'}",C,EN
Who is the creator of 墨蹟　「雪」|Poem on the Theme of Snow?,"{'A': 'Khaimuk Chuto', 'B': 'Musō Soseki', 'C': 'Henri Allouard', 'D': 'Katsukawa Shunshō'}",B,EN
Who is the creator of Pine Trees?,"{'A': 'Pauline Augustin', 'B': 'Thomas Ustick Walter', 'C': 'Hasegawa Tōhaku', 'D': '十時梅厓'}",C,EN
Who is the creator of Woman under a Willow Tree?,"{'A': 'Katsukawa Shunshō', 'B': 'Marcel Duchamp', 'C': 'Jules Pascin', 'D': 'Anna Bilińska-Bohdanowicz'}",A,EN
Who is the creator of Courtesan Reading a Letter?,"{'A': 'Jean Hey', 'B': 'Katsukawa Shunshō', 'C': 'Manuel Gómez Román', 'D': 'Lykurgos von Athen'}",B,EN
Who is the creator of Courtesan and Her Attendant?,"{'A': 'Anne Louis Girodet-Trioson', 'B': 'Davit Minasyan', 'C': 'Katsukawa Shunshō', 'D': 'Victorio Macho Rogado'}",C,EN
Who is the creator of Fukurokuju?,"{'A': 'Kanō Shōei', 'B': 'Katsukawa Shunshō', 'C': 'Chokuan Soga', 'D': '月岡雪鼎'}",B,EN
Who is the creator of Mountain Landscape?,"{'A': 'Tani Bunchō', 'B': 'Leo Mol', 'C': 'Nathan Rappaport', 'D': 'アデル・ローマニー'}",A,EN
Who is the creator of Chinese-style Landscape?,"{'A': 'Okada Hanko', 'B': 'Tomasz Dykas', 'C': 'Unkoku Tōban', 'D': 'Fernand Humbert'}",A,EN
Who is the creator of Minamoto no Yoritomo?,"{'A': 'Aimée Brune-Pagès', 'B': 'Daniel Chester French', 'C': 'Fujiwara no Takanobu', 'D': 'ルイーズ・マリ＝ジャンヌ・エルサン'}",C,EN
Who is the creator of Painting?,"{'A': 'George Segal', 'B': 'Shibata Zeshin', 'C': 'Alexandre-Jean Dubois-Drahonet', 'D': 'Miyagawa Chōshun'}",B,EN
Who is the creator of Panel?,"{'A': 'Aldo Gamba', 'B': 'Vasilie Mirzoyan', 'C': 'Shibata Zeshin', 'D': 'モージズ・イジーキエル'}",C,EN
Who is the creator of Frolicking Figures and Animals?,"{'A': 'ロラド・タフト', 'B': 'Charles Müller', 'C': 'Gautam Pal', 'D': 'Kawanabe Kyōsai'}",D,EN
Who is the creator of Chinese Landscape?,"{'A': 'Xavier Corberó i Olivella', 'B': 'Nukina Sūō', 'C': 'Chikutō Nakabayashi', 'D': 'Miyagawa Isshō'}",C,EN
Who is the creator of Ippen Shōnin Eden?,"{'A': 'マキシム・モーフラ', 'B': 'Mikhail Mikeshin', 'C': 'レフ・ケルベリ', 'D': 'En-I'}",D,EN
